fid,geoc_maj,etage,ty_couv_et,densite,hauteur,cl_age_et,eta_ess_pc
"378","+182340,41+573743,50",SUP,R,"55","10","50",SB70EB30
"379","+182342,17+568529,98",SUP,R,"95","13","50",SB70EB10BP20
"380","+182343,40+565926,22",SUP,R,"65","12",VIN,SB80EB20
"381","+182345,27+561162,15",SUP,R,"65","13","70",SB80EB10EN10
"382","+182345,67+570117,73",SUP,R,"85","6","30",RX100
"383","+182346,21+560173,49",SUP,MR,"65","15","120",SB50EB10BP40
"384","+182350,96+576745,08",SUP,R,,"1","10",RZ
"385","+182353,69+579509,44",SUP,MR,"75","12","30",SB50EB20BP20FN10
"386","+182353,84+563896,48",SUP,R,"85","16","90",SB60EB20BP20
"387","+182354,63+578378,90",SUP,R,,"1","10",RZ
"388","+182355,57+563791,38",SUP,R,"75","15",VIN,SB60EB40
"389","+182355,59+582357,86",SUP,MR,"55","13",JIN,SB50EB20BP20FX10
"390","+182355,66+560448,20",SUP,MF,"85","13","120",BP60SB30EB10
"391","+182358,49+573144,16",SUP,R,"75","13",JIN,SB60EB20BP10FX10
"392","+182363,07+564431,69",SUP,R,"45","7",JIN,SB40EB30EN10BP20
"393","+182364,58+580253,23",SUP,R,"85","15","70",SB70EB10BP10FN10
"394","+182366,78+567430,61",SUP,R,,"3","10",RZRX
"395","+182369,03+570834,18",SUP,MF,,"3","10",FXRX
"396","+182372,34+565003,23",SUP,R,"65","9",VIN,SB60EB40
"397","+182373,26+564683,93",SUP,R,"55","8",JIN,SB60EB40
"398","+182374,74+574792,12",SUP,R,"75","14","70",SB70EB10EN10BP10
"399","+182377,75+571826,39",SUP,R,"75","14",VIN,EB50SB30BP20
"400","+182381,73+571041,77",SUP,R,"55","17","120",EB50SB50
"401","+182384,76+577413,49",SUP,R,,"1","10",RZ
"402","+182384,77+582079,17",SUP,MR,"55","8","30",SB40EB20BP20FN10PE10
"403","+182389,64+581791,75",SUP,R,"75","7","30",SB80EB10FX10
"404","+182394,82+566462,38",SUP,R,"75","15","120",SB90EB10
"405","+182395,18+576338,50",SUP,R,"75","15","90",SB80EB10EN10
"406","+182395,87+582964,10",SUP,R,"95","13","90",SB100
"407","+182396,30+563832,20",SUP,R,"75","15",VIN,SB60EB40
"408","+182398,06+565357,43",SUP,R,"85","12",VIN,SB80EB20
"409","+182399,05+575429,92",SUP,R,"85","8","30",SB80EB10BP10
"410","+182399,17+560023,41",SUP,MR,"65","15","120",SB50EB10BP40
"411","+182399,78+563964,84",SUP,R,"85","16","90",SB60EB20BP20
"412","+182403,69+576424,43",SUP,R,,"1","10",RZ
"413","+182404,83+572497,91",SUP,R,"65","16",VIN,EB50SB50
"414","+182405,11+568212,15",SUP,R,"65","6","10",RX100
"415","+182408,73+572901,57",SUP,R,"75","17","120",SB70EB20EN10
"416","+182410,00+558544,84",SUP,R,"45","7","120",SB80EB20
"417","+182410,44+569916,71",SUP,MR,"85","12","50",SB40EB20BP40
"418","+182411,76+580957,71",SUP,MM,"75","16",JIN,SB40EB10BJ20BP20EO10
"419","+182412,31+563234,72",SUP,R,"45","11",JIN,SB60EB30FI10
"420","+182413,46+564126,59",SUP,R,"85","16","90",SB60EB20BP20
"421","+182413,77+582671,87",SUP,R,"55","15",VIN,SB100
"422","+182414,76+563889,21",SUP,R,"85","16","90",SB60EB20BP20
"423","+182415,54+577962,14",SUP,R,,"1","10",RZ
"424","+182423,27+559787,23",SUP,MR,"65","15","120",SB50EB10BP40
"425","+182424,67+565854,99",SUP,R,"65","12",VIN,SB80EB20
"426","+182424,70+571402,64",SUP,MF,"65","6","10",FX60RX40
"427","+182432,33+580690,46",SUP,R,"85","15","70",SB70EB10BP10FN10
"428","+182433,19+560342,49",SUP,MF,"85","13","120",BP60SB30EB10
"429","+182433,44+569788,12",SUP,R,"55","4","10",RX90RZ10
"430","+182436,82+567959,41",SUP,R,"65","6","10",RX100
"431","+182437,01+559416,48",SUP,F,"65","11",JIN,BP50FN30EB10SB10
"432","+182440,69+567429,24",SUP,R,"65","4","10",RX100
"433","+182443,28+569234,89",SUP,R,,"2","10",RZRX
"434","+182444,68+581555,10",SUP,R,"85","15","90",SB80EB10FX10
"435","+182449,28+561190,83",SUP,R,"75","6","30",RX100
"436","+182449,45+575328,89",SUP,R,"65","17","90",SB80EB10EN10
"437","+182451,60+565505,88",SUP,R,"55","12","120",SB70EB30
"438","+182452,25+561745,27",SUP,R,"75","15","120",SB50EB30EN10BP10
"439","+182453,04+577374,50",SUP,R,,"1","10",RZ
"440","+182453,37+562696,78",SUP,R,"85","13","90",SB70EN20EB10
"441","+182454,07+566913,80",SUP,R,"35","10","120",EN70SB30
"442","+182455,65+560462,14",SUP,R,"85","6","30",RX100
"443","+182457,85+564321,22",SUP,R,"65","17",VIN,SB50EB40BP10
"444","+182459,04+560004,61",SUP,MR,"65","15","120",SB50EB10BP40
"445","+182471,09+578012,59",SUP,R,,"1","10",RZ
"446","+182471,12+583186,60",SUP,MF,"75","16",JIN,PE30BP10EO10FN10SB30EB10
"447","+182471,31+565960,80",SUP,R,"65","12",VIN,SB80EB20
"448","+182471,44+581841,64",SUP,R,"55","11",JIN,SB60EB20BP10FN10
"449","+182479,04+567510,40",SUP,R,"55","16","120",SB60EB40
"450","+182479,76+576516,50",SUP,R,,"1","10",RZ
"451","+182481,55+569070,57",SUP,R,"75","5","10",RX100
"452","+182484,69+574422,71",SUP,MR,"85","11","30",SB50EB20BP20FN10
"453","+182488,57+577748,65",SUP,R,"55","7","30",SB80EB20
"454","+182495,89+560603,04",SUP,R,"65","14",VIN,EB40SB40BP10PT10
"455","+182500,29+573706,37",SUP,R,"75","10","30",SB70EB10FI10FX10
"456","+182502,69+564253,36",SUP,R,"75","8","30",SB70EB30
"457","+182504,71+576998,92",SUP,R,"65","8","30",SB80EB20
"458","+182505,10+579561,34",SUP,R,"55","13","70",SB60EB20EN10BP10
"459","+182509,39+577345,17",SUP,R,,"1","10",RZ
"460","+182513,82+568322,86",SUP,R,"55","17","120",EB50SB50
"461","+182515,29+573072,09",SUP,R,"75","17","120",SB70EB20EN10
"462","+182522,09+565691,02",SUP,R,"55","14","120",SB80EB20
"463","+182523,07+570811,49",SUP,R,"65","6","30",RX100
"464","+182524,70+560972,18",SUP,R,"75","14",VIN,SB60EB10EN10BP20
"465","+182530,63+568854,63",SUP,R,"25","15",VIN,SB50EB30BP20
"466","+182533,02+570122,65",SUP,R,"75","12","50",SB60EB20BP20
"467","+182533,60+578767,14",SUP,MF,"65","9","30",BP20FN20EO10PE10SB30EB10
"468","+182534,99+582398,94",SUP,R,"85","8","30",SB60EB20BP10FN10
"469","+182537,11+560151,71",SUP,MR,"65","15","120",SB50EB10BP40
"470","+182540,05+576211,20",SUP,R,,"1","10",RZ
"471","+182540,61+578934,66",SUP,R,"45","7","30",SB90EB10
"472","+182543,15+583554,46",SUP,MR,"85","12",JIN,SB40EB20BP20FN10PE10
"473","+182546,03+566791,78",SUP,R,"55","15","120",SB90RX10
"474","+182550,29+576648,94",SUP,R,"45","5","10",RX100
"475","+182551,02+578550,89",SUP,MR,"55","10","30",SB60EB10BP20FN10
"476","+182551,05+582798,24",SUP,MF,"65","12",JIN,PE30BP20FN10SB30EB10
"477","+182551,66+582014,05",SUP,R,"75","7","30",SB80EB20
"478","+182553,03+579166,00",SUP,R,"45","4","30",RZ50RX30FX20
"479","+182555,19+560717,86",SUP,R,"75","14",VIN,SB60EB10EN10BP20
"480","+182556,31+577282,46",SUP,R,,"1","10",RZ
"481","+182559,58+572228,71",SUP,MR,"65","5","10",RZ40RX30FX30
"482","+182561,15+577054,65",SUP,MR,"55","8","30",SB50EB10FN20BP10PE10
"483","+182574,78+563153,57",SUP,R,"75","17","120",SB70EN20EB10
"484","+182577,49+570452,97",SUP,R,"45","7","30",SB50EB30BP10PT10
"485","+182578,79+566207,64",SUP,R,"55","13","90",SB80EB20
"486","+182579,37+561221,81",SUP,MR,"65","13",VIN,EB20EN20SB20BP40
"487","+182579,56+578272,56",SUP,R,"75","8","30",SB80EB20
"488","+182581,39+576019,09",SUP,R,"75","15","90",SB80EB10EN10
"489","+182583,61+576455,81",SUP,R,,"1","10",RZ
"490","+182591,95+582649,74",SUP,R,"85","8","30",SB60EB20BP10FN10
"491","+182594,13+566606,20",SUP,R,"75","15","120",SB90EB10
"492","+182595,59+561966,83",SUP,R,"65","12",VIN,SB60EB30BP10
"493","+182598,02+563580,73",SUP,R,"55","15","120",EN70SB30
"494","+182599,78+574009,39",SUP,R,"75","12",JIN,SB70EB10BP20
"495","+182601,32+570296,74",SUP,R,"65","7","30",SB70EB30
"496","+182601,98+567927,88",SUP,R,"75","12",JIN,SB50EB30BP20
"497","+182603,16+578039,77",SUP,MR,"55","9","30",SB50EB10BP20FN20
"498","+182604,98+559700,96",SUP,R,"85","10","50",SB80EB10EN10
"499","+182607,70+565816,66",SUP,R,"95","12",VIN,SB60EB20EN10BP10
"500","+182612,95+576411,01",SUP,MR,"85","8","30",SB60EB10BP20FX10
"501","+182613,73+559606,17",SUP,R,"75","7","30",SB70EN20EB10
"502","+182625,18+569444,47",SUP,R,"45","12",VIN,SB50EN30EB20
"503","+182635,67+565536,87",SUP,R,"55","14","120",SB80EB20
"504","+182639,39+560933,53",SUP,R,"75","6","30",RX100
"505","+182642,15+580219,38",SUP,R,"75","17","90",SB60EB20BP20
"506","+182642,16+582642,20",SUP,R,"85","8","30",SB60EB20BP10FN10
"507","+182645,78+579897,52",SUP,MR,"55","14",JIN,SB40EB20BJ10BP10EO10ES10
"508","+182650,24+579721,52",SUP,R,"75","15","70",SB90EB10
"509","+182654,87+577223,84",SUP,R,"55","8","30",SB80EB10FX10
"510","+182656,17+559631,22",SUP,R,"85","10","50",SB80EB10EN10
"511","+182659,17+574516,39",SUP,R,"85","17","90",SB80EB10EN10
"512","+182659,39+560092,59",SUP,R,"85","10","50",SB80EB10EN10
"513","+182660,29+581572,37",SUP,MR,"85","17",VIN,SB40EB20BJ20BP10EO10
"514","+182660,91+571733,61",SUP,R,"55","5","10",RX100
"515","+182661,06+575060,57",SUP,R,,"3","10",RX
"516","+182663,87+581070,70",SUP,R,"85","13","70",SB50EN20EB10BP10FX10
"517","+182664,73+564641,43",SUP,R,"65","13",VIN,SB40EB30EN10BP20
"518","+182665,28+561381,25",SUP,R,"65","11",VIN,SB50EB30BP20
"519","+182666,52+566806,24",SUP,R,"55","15","120",SB90RX10
"520","+182667,31+569184,71",SUP,R,"45","4","10",RX100
"521","+182667,72+565816,20",SUP,R,"95","12",VIN,SB60EB20EN10BP10
"522","+182679,65+559871,58",SUP,R,"75","7","30",SB70EN20EB10
"523","+182685,82+565145,12",SUP,R,"45","12","120",SB60EB40
"524","+182687,82+565600,66",SUP,R,"55","14","120",SB80EB20
"525","+182689,50+583077,78",SUP,MF,"75","16",VIN,BP30EO30FX10SB20EB10
"526","+182690,13+575930,41",SUP,R,"75","10","70",SB60EB20EN10FX10
"527","+182691,42+563650,27",SUP,MR,"75","14",VIN,SB50EB20BP20PT10
"528","+182694,22+563985,22",SUP,R,"55","15","120",EN70SB30
"529","+182695,50+565529,99",SUP,R,"55","14","120",SB80EB20
"530","+182698,38+565882,14",SUP,R,"95","7","30",SB100
"531","+182698,43+574259,13",SUP,R,"75","15","70",SB60EB20BP20
"532","+182699,48+571598,93",SUP,R,,"1","10",RZRX
"533","+182701,68+566773,81",SUP,R,"45","14","120",SB90EB10
"534","+182706,20+559703,45",SUP,R,"85","10","50",SB80EB10EN10
"535","+182712,12+577621,26",SUP,R,,"1","10",RZ
"536","+182712,97+580491,18",SUP,F,"85","18",JIN,ES60BJ20BP10SB10
"537","+182714,53+573344,71",SUP,R,"55","19",VIN,SB60EB20BP10FX10
"538","+182718,19+571268,89",SUP,R,"55","14",VIN,SB50EB40BP10
"539","+182718,26+559604,90",SUP,R,"75","7","30",SB70EN20EB10
"540","+182719,34+572447,19",SUP,R,"85","11","70",EB40SB40BP20
"541","+182724,02+563467,72",SUP,R,"55","16","120",SB60EB20EN20
"542","+182724,52+564872,74",SUP,R,"85","6","30",RX100
"543","+182728,55+569629,28",SUP,R,"65","4","10",RX100
"544","+182732,01+566471,64",SUP,R,"45","14","120",SB90EB10
"545","+182732,10+582302,57",SUP,R,"85","12","50",SB70EB30
"546","+182733,46+561182,32",SUP,MF,"85","11","70",BP70SB30
"547","+182735,01+565788,40",SUP,R,"95","7","30",SB100
"548","+182738,13+559869,28",SUP,R,"85","10","50",SB80EB10EN10
"549","+182739,69+569797,95",SUP,R,"85","13","50",SB60EB20BP20
"550","+182741,20+579607,95",SUP,R,"55","8","30",SB70EB20FX10
"551","+182741,21+572793,04",SUP,MM,"85","10","50",SB30EB20BP30FN10FX10
"552","+182741,50+563930,37",SUP,R,"55","16","120",SB60EB20EN20
"553","+182742,52+564068,93",SUP,R,"55","15","120",EN70SB30
"554","+182743,90+581971,31",SUP,MR,"65","9","30",SB50EB10BP20FN10PE10
"555","+182747,61+565978,62",SUP,R,"95","10","50",SB90EB10
"556","+182749,80+561734,00",SUP,R,"75","13","70",SB70EB20EN10
"557","+182750,38+570273,24",SUP,R,"55","6","30",RX80FX20
"558","+182750,72+581438,57",SUP,MF,"75","17",VIN,BJ30EO20BP10ES10SB30
"559","+182755,55+571419,91",SUP,R,"55","14",VIN,SB50EB40BP10
"560","+182756,99+578719,39",SUP,R,"55","7","30",SB90EB10
"561","+182766,02+564980,06",SUP,R,"45","12","120",SB60EB40
"562","+182768,48+559926,10",SUP,R,"75","7","30",SB70EN20EB10
"563","+182772,41+577530,36",SUP,R,"55","15","90",SB100
"564","+182772,68+580164,27",SUP,MR,"65","17",VIN,SB60EB10BJ20ES10
"565","+182775,69+570379,68",SUP,R,"65","15",VIN,EB50SB40BP10
"566","+182779,53+574943,28",SUP,R,"75","9","30",SB80EB20
"567","+182785,81+565459,44",SUP,R,"55","14","120",SB80EB20
"568","+182790,25+567521,37",SUP,R,"65","5","10",RX100
"569","+182795,83+579820,70",SUP,R,"65","16","90",SB80EB10EN10
"570","+182797,63+559759,53",SUP,MR,"85","8","50",SB60EB10BP30
"571","+182797,72+565819,34",SUP,R,"95","7","30",SB100
"572","+182800,57+559290,26",SUP,R,"65","14",VIN,SB70EB10EN10BP10
"573","+182800,73+572239,53",SUP,R,"65","5","10",RX60RZ40
"574","+182803,97+571487,44",SUP,R,"55","14",VIN,SB50EB40BP10
"575","+182805,69+569660,09",SUP,R,,"2","10",RZRX
"576","+182806,18+567927,75",SUP,R,,"2","10",RZ
"577","+182815,34+575352,71",SUP,R,"85","11","50",SB70EB20BP10
"578","+182815,46+576632,34",SUP,R,"55","13","70",SB70EB20EN10
"579","+182816,90+560721,58",SUP,R,"85","11",JIN,SB60EN40
"580","+182817,75+573984,61",SUP,R,"75","15","70",SB60EB20BP20
"581","+182818,30+561883,37",SUP,R,"65","12","70",SB80EN20
"582","+182818,60+567014,14",SUP,R,"35","10","120",EN70SB30
"583","+182821,07+571286,54",SUP,R,"55","14",VIN,SB50EB40BP10
"584","+182825,82+565236,93",SUP,R,"65","12",VIN,SB50EB30BP20
"585","+182827,38+559422,12",SUP,R,"65","14",VIN,SB70EB10EN10BP10
"586","+182831,98+566125,69",SUP,R,"45","13",VIN,SB70EB30
"587","+182832,58+582969,40",SUP,MR,"85","14","70",SB40EB20PE20BP10FN10
"588","+182833,05+559648,20",SUP,R,"75","7","30",SB70EN20EB10
"589","+182835,77+577029,27",SUP,R,"85","7","30",SB90EB10
"590","+182840,87+575580,24",SUP,R,"45","4","10",RX90FX10
"591","+182841,22+567831,48",SUP,R,"55","5","10",RX100
"592","+182841,34+573731,39",SUP,MR,"65","14",VIN,SB40EB20BP30FX10
"593","+182843,97+570985,60",SUP,R,"45","14","120",SB70EB30
"594","+182844,63+583427,03",SUP,MF,"75","17",JIN,PE30BP20EO10FN10SB20EB10
"595","+182847,57+566653,12",SUP,R,"45","14","120",SB90EB10
"596","+182848,33+562873,99",SUP,R,"85","13","90",SB70EN20EB10
"597","+182855,60+570756,86",SUP,R,"45","14","120",SB70EB30
"598","+182855,97+581313,09",SUP,R,"85","13","70",SB50EN20EB10BP10FX10
"599","+182856,43+564409,77",SUP,R,"55","15","120",EN70SB30
"600","+182858,01+580881,86",SUP,F,"75","21",VIN,ES50BJ30EO10SB10
"601","+182859,08+571886,70",SUP,R,"65","16",VIN,SB70EB30
"602","+182859,92+565986,81",SUP,R,"35","13","90",SB80EB20
"603","+182861,01+559758,50",SUP,MR,"85","8","50",SB60EB10BP30
"604","+182868,69+568223,78",SUP,R,"85","15",JIN,SB70EB20BP10
"605","+182869,17+560866,20",SUP,MM,"75","13",VIN,SB30EB20BP50
"606","+182870,66+559492,11",SUP,MR,"85","8","50",SB60EB10BP30
"607","+182871,18+577962,98",SUP,R,"75","7","30",SB80EB20
"608","+182873,70+563906,18",SUP,R,"55","16","120",SB60EB20EN20
"609","+182874,21+578919,19",SUP,R,"55","7","30",SB90EB10
"610","+182875,10+567123,06",SUP,R,"75","14","50",SB60EB20BP20
"611","+182876,56+582691,30",SUP,R,"85","13","70",SB80EB10FI10
"612","+182879,88+566887,57",SUP,R,"55","15","120",SB90RX10
"613","+182881,91+574897,58",SUP,MR,"85","11","30",SB50EB20BP20FN10
"614","+182881,92+565685,17",SUP,R,"95","12",VIN,SB60EB20EN10BP10
"615","+182886,73+583392,45",SUP,MF,"85","14","50",BP20FN20EO10PE10SB30EB10
"616","+182887,73+577292,48",SUP,R,"55","8","30",SB60EB20BP10FN10
"617","+182902,85+568095,23",SUP,R,,"3","10",RX
"618","+182903,10+563154,10",SUP,R,"85","15","120",SB80EB10EN10
"619","+182912,63+564969,30",SUP,R,"65","12",VIN,SB50EB30BP20
"620","+182913,34+565890,28",SUP,R,"35","13","90",SB80EB20
"621","+182913,70+571693,06",SUP,R,"65","18",VIN,SB60EB30EN10
"622","+182919,16+580412,98",SUP,F,"55","17",JIN,ES60BJ20BP10SB10
"623","+182927,14+564933,05",SUP,R,"65","12",VIN,SB50EB30BP20
"624","+182929,50+566107,63",SUP,R,"55","14",VIN,SB50EB30BP20
"625","+182930,77+564425,06",SUP,R,"55","15","120",EN70SB30
"626","+182934,70+579412,56",SUP,R,"75","13",JIN,SB60EB20BP10FN10
"627","+182935,79+579263,78",SUP,MR,"55","7","30",SB60EB10BP20FN10
"628","+182935,91+574789,85",SUP,MR,"85","13",JIN,SB40EB20BP20FN20
"629","+182937,23+582222,83",SUP,MR,"75","9","30",SB40EB20BP20FN10PE10
"630","+182938,91+566968,27",SUP,R,"35","10","120",EN70SB30
"631","+182939,11+569767,69",SUP,R,"65","7","30",SB60EB40
"632","+182941,95+574199,26",SUP,R,"65","12",JIN,SB80EB20
"633","+182943,11+567104,84",SUP,R,"75","14","50",SB60EB20BP20
"634","+182947,05+567245,70",SUP,R,"55","18","120",SB90EB10
"635","+182951,16+571314,01",SUP,R,"55","14",VIN,SB70EB20EN10
"636","+182956,75+578147,38",SUP,MR,"55","9","30",SB50EB10BP20FN20
"637","+182957,89+568530,39",SUP,R,"55","4","10",RX100
"638","+182960,51+572388,70",SUP,R,"85","11","70",SB60EB40
"639","+182960,72+566668,63",SUP,R,"45","14","120",SB90EB10
"640","+182963,36+572065,19",SUP,R,"85","15",VIN,SB60EB20BP20
"641","+182963,77+576780,94",SUP,MR,"85","11","50",SB50EB20BP20FX10
"642","+182964,03+559490,69",SUP,MR,"85","8","50",SB60EB10BP30
"643","+182967,36+558507,89",SUP,R,"55","7","120",SB60EB40
"644","+182969,66+577443,27",SUP,MF,"55","9","30",BP30FN20EO10PE10SB30
"645","+182972,27+565743,21",SUP,R,"95","10","50",SB90EB10
"646","+182973,76+562100,80",SUP,R,"65","12",VIN,SB60EB30BP10
"647","+182981,16+580211,31",SUP,MR,"55","14",JIN,SB40EB20BJ10BP10EO10ES10
"648","+182983,66+581849,82",SUP,R,"65","14",VIN,SB60EB20FI10FX10
"649","+182985,03+560605,81",SUP,MF,"85","12","70",BP70SB20EN10
"650","+182985,90+566218,33",SUP,R,"85","5","10",RX100
"651","+182991,63+576578,98",SUP,R,"55","17",VIN,SB60EB10EN10BP10FX10
"652","+182993,74+573402,37",SUP,R,"55","17","90",SB70EB30
"653","+182994,12+577805,21",SUP,R,"55","7","30",SB70EB20FX10
"654","+182995,10+564324,02",SUP,R,"55","18","120",EB60SB40
"655","+182999,77+559775,94",SUP,MF,"95","9","50",BP70SB30
"656","+183002,74+560844,91",SUP,MR,"85","12","70",SB50RX10BP40
"657","+183004,93+561635,06",SUP,R,"85","14",VIN,SB60EB20EN20
"658","+183009,89+566851,84",SUP,R,"55","15","120",SB90RX10
"659","+183012,75+565785,32",SUP,R,"95","10","50",SB90EB10
"660","+183014,92+565398,84",SUP,R,"95","8","30",SB60EB20BP20
"661","+183017,65+574360,35",SUP,R,"65","16","70",SB60EB20EN10BP10
"662","+183023,24+564139,45",SUP,R,"45","13",VIN,EB50SB40BP10
"663","+183024,19+565145,55",SUP,R,"65","14",VIN,SB50EB30EN10BP10
"664","+183026,39+570314,33",SUP,R,"55","5","10",RX100
"665","+183027,63+564251,40",SUP,R,"45","13",VIN,EB50SB40BP10
"666","+183031,27+579622,53",SUP,R,"75","8","30",SB70EB20FX10
"667","+183035,02+567697,81",SUP,R,"55","17","120",SB80EB10EN10
"668","+183039,97+565756,61",SUP,R,"85","12","50",SB80EB10EN10
"669","+183040,21+575344,50",SUP,MR,"85","11",JIN,SB50EB20BP20FN10
"670","+183041,75+565791,22",SUP,R,"65","14","90",SB80EB20
"671","+183042,69+565511,52",SUP,R,"85","12","50",SB80EB10EN10
"672","+183051,67+567776,83",SUP,R,"55","17","120",EB50SB50
"673","+183052,97+567161,59",SUP,R,"55","18","120",SB90EB10
"674","+183054,72+570371,89",SUP,R,"45","14","120",SB70EB30
"675","+183055,28+570645,45",SUP,R,"45","14","120",SB70EB30
"676","+183055,96+574603,39",SUP,R,"85","12",JIN,SB60EB20BP10FN10
"677","+183058,14+563904,71",SUP,R,"75","10",VIN,SB60EB30BP10
"678","+183062,38+580214,19",SUP,R,"75","10",JIN,SB60EB20BP10FX10
"679","+183062,49+577561,37",SUP,MF,"75","8","30",BP30FN20EO10PE10SB30
"680","+183063,27+566344,60",SUP,R,"75","17","120",SB90EB10
"681","+183065,75+565945,45",SUP,R,"35","13","90",SB80EB20
"682","+183070,72+565883,51",SUP,R,"35","13","90",SB80EB20
"683","+183072,02+567308,73",SUP,R,"55","18","120",SB90EB10
"684","+183078,48+566745,92",SUP,R,"45","14","120",SB90EB10
"685","+183078,51+574875,10",SUP,R,"85","12",JIN,SB60EB20BP10FN10
"686","+183078,73+567512,69",SUP,R,"75","15",JIN,SB70EB20BP10
"687","+183080,93+576874,38",SUP,MF,"85","9","30",BP30FN30SB30EB10
"688","+183081,55+581198,79",SUP,MF,"55","18",VIN,BJ30EO20ES10PA10SB30
"689","+183083,20+574510,88",SUP,R,"85","12","50",SB90EB10
"690","+183086,24+572948,97",SUP,R,"65","17","120",SB60EB20EN10BP10
"691","+183089,60+582175,15",SUP,MR,"65","8","30",SB40EB30BP10FN10PE10
"692","+183093,24+564477,93",SUP,R,"55","18","120",EB60SB40
"693","+183093,63+576567,08",SUP,MM,"85","8","30",SB40EB10BP30BJ10FX10
"694","+183095,82+564621,23",SUP,R,"65","15","120",SB80EB10EN10
"695","+183102,70+564989,53",SUP,R,"85","8","30",SB70EB20BP10
"696","+183104,13+565782,07",SUP,R,"65","14","90",SB80EB20
"697","+183105,15+573703,39",SUP,MR,"55","18",VIN,SB50EB20BP20FX10
"698","+183105,95+573252,62",SUP,R,"85","14","50",SB60EB20EN10BP10
"699","+183109,74+563251,51",SUP,R,"65","15","120",SB90EB10
"700","+183110,57+571898,61",SUP,R,"65","18",VIN,SB60EB30EN10
"701","+183113,07+566982,48",SUP,R,"55","15","120",SB90RX10
"702","+183116,43+567680,96",SUP,R,"55","17","120",SB80EB10EN10
"703","+183120,61+573924,15",SUP,MF,"85","11","30",BP30EO20FN10SB40
"704","+183121,25+582521,61",INF,MR,"65","11","50",SB50EB20BP20FN10
"705","+183121,25+582521,61",SUP,F,"45","17","70",PE80BP20
"706","+183126,16+564815,97",SUP,R,"45","17","120",SB50EB40EN10
"707","+183128,25+564219,69",SUP,R,"55","18","120",EB60SB40
"708","+183129,68+560863,95",SUP,MF,"75","9","70",BP50FN10SB30EN10
"709","+183130,94+566016,24",SUP,R,"55","14",VIN,SB50EB30BP20
"710","+183138,86+563652,98",SUP,R,"75","9","50",SB70EB30
"711","+183143,30+578791,35",SUP,R,"75","8","30",SB60EB20BP20
"712","+183144,10+568099,92",SUP,R,"75","15","90",SB90EB10
"713","+183144,31+569339,35",SUP,R,"65","5","10",RX90FX10
"714","+183144,45+582823,34",INF,MR,"65","11","50",SB50EB20BP20FN10
"715","+183144,45+582823,34",SUP,F,"45","17","70",PE80BP20
"716","+183145,26+565518,95",SUP,R,"85","12","50",SB80EB10EN10
"717","+183145,52+574082,69",SUP,MR,"75","13",JIN,SB50EB10BP30FN10
"718","+183149,03+566124,78",SUP,R,"85","5","10",RX100
"719","+183150,73+581112,12",SUP,F,"55","17",JIN,ES60BJ20BP10SB10
"720","+183156,34+583176,60",SUP,MF,"85","14",JIN,BP20PE20EO10FN10EB20SB20
"721","+183157,76+567160,30",SUP,R,"75","14","50",SB60EB20BP20
"722","+183157,80+577222,50",SUP,R,"85","9","30",SB90EB10
"723","+183163,36+562849,57",SUP,R,"65","7",VIN,SB90EB10
"724","+183163,77+571604,39",SUP,R,"55","14",VIN,SB70EB20EN10
"725","+183163,94+579471,44",SUP,R,"75","13","50",SB80EB10FX10
"726","+183166,11+566298,74",SUP,R,"75","17","120",SB90EB10
"727","+183168,26+569804,54",SUP,R,"45","7","30",SB60EB40
"728","+183169,93+560164,55",SUP,MM,"85","8","50",SB40RX10BP50
"729","+183175,97+565345,18",SUP,R,"85","12","50",SB80EB10EN10
"730","+183176,52+565599,24",SUP,R,"85","12","50",SB80EB10EN10
"731","+183177,31+564581,13",SUP,R,"65","15","120",SB80EB10EN10
"732","+183185,16+567305,38",SUP,R,"55","18","120",SB90EB10
"733","+183186,61+559729,99",SUP,F,"65","7","50",BP80SB20
"734","+183190,74+566048,22",SUP,R,"75","17","120",SB90EB10
